-	t.	-	conjunction	-	-	-	-	abbr	-
-	A.A.A.	-	none	-	-	-	-	abbr	-
-	Dr.	-	none	-	-	-	-	abbr	-
-	Joh.	-	none	-	-	-	-	abbr	-
-	Luuk.	-	none	-	-	-	-	abbr	-
-	Mark.	-	none	-	-	-	-	abbr	-
-	Matt.	-	none	-	-	-	-	abbr	-
-	Moos.	-	none	-	-	-	-	abbr	-
-	Mr.	-	none	-	-	-	-	abbr	-
-	Mrs.	-	none	-	-	-	-	abbr	-
-	Ms.	-	none	-	-	-	-	abbr	-
-	Mt.	-	none	-	-	-	-	foreign	-
-	P.S.	-	none	-	-	-	-	abbr	-
-	R.S.V.P.	-	none	-	-	-	-	abbr	-
-	Room.	-	none	-	-	-	-	abbr	-
-	Sananl.	-	none	-	-	-	-	abbr	-
-	St.	-	none	!	-	-	-	foreign	-
-	al.	-	none	-	-	-	-	abbr|foreign	-
-	alk.	-	none	-	-	-	-	abbr	-
-	alkup.	-	none	-	-	-	-	abbr	-
-	ao.	-	none	-	-	-	-	abbr	-
-	arab.	-	none	-	-	-	-	abbr	-
-	arkkit.	-	none	-	-	-	-	abbr	-
-	as.	-	none	-	-	-	-	abbr	-
-	biol.	-	none	-	-	-	-	abbr	-
-	d.o.o.	-	none	-	-	-	-	abbr|foreign	-
-	e.g.	-	none	-	-	-	-	abbr|foreign	-
-	eKr.	-	none	-	-	-	-	abbr	-
-	eaa.	-	none	-	-	-	-	abbr	-
-	ed.	-	none	-	-	-	-	abbr	-
-	em.	-	none	-	-	-	-	abbr	-
-	engl.	-	none	-	-	-	-	abbr	-
-	ent.	-	none	-	-	-	-	abbr	-
-	esim.	-	none	-	-	-	-	abbr	-
-	esp.	-	none	-	-	-	-	abbr	-
-	etc.	-	none	-	-	-	-	abbr|foreign	-
-	evp.	-	none	-	-	-	-	abbr	-
-	farm.	-	none	-	-	-	-	abbr	-
-	feat.	-	none	-	-	-	-	abbr	-
-	fil.	-	none	-	-	-	-	abbr	-
-	harv.	-	none	-	-	-	-	abbr	-
-	hepr.	-	none	-	-	-	-	abbr	-
-	hist.	-	none	-	-	-	-	abbr	-
-	hl.	-	none	-	-	-	-	abbr|foreign	-
-	hum.	-	none	-	-	-	-	abbr	-
-	huom.	-	none	-	-	-	-	abbr	-
-	ital.	-	none	-	-	-	-	abbr	-
-	jKr.	-	none	-	-	-	-	abbr	-
-	jaa.	-	none	-	-	-	-	abbr	-
-	jap.	-	none	-	-	-	-	abbr	-
-	jne.	-	none	-	-	-	-	abbr	-
-	joht.	-	none	-	-	-	-	abbr	-
-	k.	-	none	-	-	-	-	abbr	-
-	kand.	-	none	-	-	-	-	abbr	-
-	kasvatust.	-	none	-	-	-	-	abbr	-
-	kauppat.	-	none	-	-	-	-	abbr	-
-	kesk.	-	none	-	-	-	-	abbr	-
-	kft.	-	none	-	-	-	-	abbr	-
-	kiin.	-	none	-	-	-	-	abbr	-
-	kirj.	-	none	-	-	-	-	abbr	-
-	ko.	-	none	-	-	-	-	abbr	-
-	kreik.	-	none	-	-	-	-	abbr	-
-	kreikk.	-	none	-	-	-	-	abbr	-
-	ks.	-	none	-	-	-	-	abbr	-
-	kts.	-	none	-	-	-	-	abbr	-
-	lat.	-	none	-	-	-	-	abbr	-
-	liikuntat.	-	none	-	-	-	-	abbr	-
-	lis.	-	none	-	-	-	-	abbr	-
-	lyh.	-	none	-	-	-	-	abbr	-
-	lääk.	-	none	-	-	-	-	abbr	-
-	lääket.	-	none	-	-	-	-	abbr	-
-	m.	-	none	-	-	-	-	abbr	-
-	maist.	-	none	-	-	-	-	abbr	-
-	mat.	-	none	-	-	-	-	abbr	-
-	milj.	-	none	-	-	-	-	abbr	-
-	ml.	-	none	-	-	-	-	abbr	-
