W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,B,,,,,,,B,,,,,,,B,W,W,B,,,,,,,B,,,,,,,B,W
W,,,,,,,,,,,,,,,K,W,W,K,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,W
W,,,,W,W,W,W,W,,,W,,,,,W,W,,,,,W,,,W,W,W,W,W,,,,W
W,,,,W,,,B,W,,,W,,,,,,,,,,,W,,,W,,,B,W,,,,W
W,B,,,H,,,,,,,W,,,,,,,,,,,W,,,H,,,,,,,B,W
W,B,,,,,,,H,,,W,B,,,,W,W,,,,B,W,,,,,,,H,,,B,W
W,,,,W,B,,,W,,,W,W,W,H,,W,W,,H,W,W,W,,,W,B,,,W,,,,W
W,,,,W,W,W,W,W,,,W,B,,,,W,W,,,,B,W,,,W,W,W,W,W,,,,W
W,,,,,,,,,,,W,,,,,W,W,,,,,W,,,,,,,,,,,W
W,K,,,,,,,H,,,W,,,,,,,,,,,W,,,H,,,,,,,K,W
W,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,,,W
W,,,,,,,,,,,W,,,W,W,W,W,W,W,,,W,,,,,,,,,,,W
W,,,,W,W,W,W,W,,,W,,,W,B,,,B,W,,,W,,,W,W,W,W,W,,,,W
W,B,,,W,,,B,W,,,,,,,,,,,W,,,,,,W,,,B,W,,,B,W
W,B,,,,,,,H,,,H,,,,,,S,,W,,,H,,,,,,,H,,,B,W
W,B,,,H,,,,,,,,,,,,,,,W,,,,,,H,,,,,,,B,W
W,,,,W,B,,,W,,,W,,,W,B,,,B,W,,,W,,,W,B,,,W,,,,W
W,,,,W,W,W,W,W,,,W,,,W,W,W,W,W,W,,,W,,,W,W,W,W,W,,,,W
W,,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,,,W
W,,,,,,,,H,,,W,,,,,,,,,,,W,,,H,,,,,,,,W
W,K,,,,,,,,,,W,,,,,,,,,,,W,,,,,,,,,,K,W
W,,,,,,,,,,,W,B,,,,,,,,,B,W,,,,,,,,,,,W
W,,,,W,W,W,W,W,,,W,W,W,W,W,H,H,W,W,W,W,W,,,W,W,W,W,W,,,,W
W,,,,W,B,,,W,,,W,B,,,,,,,,,B,W,,,W,,,B,W,,,,W
W,B,,,H,,,,,,,W,,,,,,,,,,,W,,,H,,,,,,,B,W
W,B,,,,,,,H,,,W,,,,,,,,,,,W,,,,,,,H,,,B,W
W,,,,W,,,B,W,,,W,,,,,,,,,,,W,,,W,B,,,W,,,,W
W,,,,W,W,W,W,W,,,,,,,,W,W,,,,,,,,W,W,W,W,W,,,,W
W,,,,,,,,,,,,,,,,W,W,,,,,,,,,,,,,,,,W
W,,,,,,,,,,,,,,,K,W,W,K,,,,,,,,,,,,,,,W
W,B,,,,,,,B,,,,,,,B,W,W,B,,,,,,,B,,,,,,,B,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
